Time (sec),Link Budget (kbps),Line Of Sight (1/0),Line Of Sight (deg),Antenna X,Antenna Y,Antenna Z,Satellite X,Satellite Y,Satellite Z,Slant Distance (km)
1934.188833,0.0,0,-54.63042236665727,5393.504930775905,5968.378692114131,4010.3239852558777,-7206.019509,1925.589567,2662.818384,13300.674094348278
1994.188833,0.0,0,-55.721687409592505,5369.517110759905,5982.992796555812,4020.7239784798,-7410.424523,1636.163691,2452.121533,13589.788264251292
2054.188833,0.0,0,-56.81949803034822,5345.47085614175,5997.492368875802,4031.1493062054014,-7593.859503,1342.104762,2234.468776,13868.199769287985
2114.188833,0.0,0,-57.92264793510346,5321.366627237646,6011.877131509536,4041.599768861172,-7756.230186,1044.320257,2010.602951,14135.950897808487
2174.188833,0.0,0,-59.03013505418443,5297.204885473602,6026.14680909025,4052.0751663944457,-7897.494034,743.6913444,1781.25258,14393.090374581578
2234.188833,0.0,0,-60.141131096433455,5272.98609337659,6040.301128454241,4062.5752982752297,-8017.65607,441.0730108,1547.131351,14639.67154277503
2294.188833,0.0,0,-61.25495604253274,5248.710714565696,6054.339818646108,4073.0999635000417,-8116.765072,137.2943871,1308.937834,14875.750801839107
2354.188833,0.0,0,-62.37105675027378,5224.379213743241,6068.262610923928,4083.64896059576,-8194.910096,-166.8407631,1067.355371,15101.386250341067
2414.188833,0.0,0,-63.48898888795273,5199.9920566858855,6082.069238764411,4094.222087623479,-8252.217328,-470.5534292,823.0521261,15316.636513129297
2474.188833,0.0,0,-64.60840163672736,5175.549710235717,6095.759437867993,4104.819142182375,-8288.847247,-773.088643,576.6812584,15521.559725331817
2534.188833,0.0,0,-65.72902466334529,5151.05264229131,6109.3329461639005,4115.439921413579,-8304.992087,-1073.714697,328.8811994,15716.212653050608
2594.188833,0.0,0,-66.85065697137081,5126.501321798767,6122.789503815166,4126.084222004065,-8300.87358,-1371.722312,80.27601373,15900.649929137688
2654.188833,0.0,0,-67.97315731650447,5101.89621874275,6136.128853223603,4136.751840190538,-8276.740968,-1666.42378,-168.5241763,16074.923394744037
2714.188833,0.0,0,-69.09643590400486,5077.23780413747,6149.350739034735,4147.442571763333,-8232.869254,-1957.152085,-416.9227173,16239.08151427199
2774.188833,0.0,0,-70.22044709341013,5052.526550017687,6162.454908142686,4158.156212070328,-8169.557709,-2243.260027,-664.3359157,16393.168883588398
2834.188833,0.0,0,-71.34518298340532,5027.762929429658,6175.441109695024,4168.892556020863,-8087.128576,-2524.119362,-910.1925063,16537.22578518418
2894.188833,0.0,0,-72.96307897914956,5002.947416422092,6188.309095097566,4179.651398089658,-7939.798306,-2908.441304,-1251.694232,16726.178583652967
2918.3479218,0.0,0,-74.15353244173954,4992.940866893083,6193.456969636883,4183.989768447078,-7812.08519,-3176.120857,-1493.237622,16851.961067186185
2978.3479218,0.0,0,-75.28922911012293,4968.053367594908,6206.158724416447,4194.779820393806,-7666.514452,-3436.54064,-1731.362087,16962.69769013849
3038.3479218,0.0,0,-76.42558546881212,4943.115118894248,6218.741675020503,4205.591874900233,-7503.504192,-3689.143523,-1965.541578,17063.62826191967
3098.3479218,0.0,0,-77.56268334311825,4918.126598182712,6231.205580574279,4216.425724991757,-7323.493029,-3933.388136,-2195.260178,17154.764138229053
3158.3479218,0.0,0,-78.70060071166301,4893.088283814258,6243.550202481877,4227.281163276549,-7126.939801,-4168.748373,-2420.011724,17236.111496330686
3218.3479218,0.0,0,-79.83939876088228,4868.0006550960425,6255.775304430836,4238.157981949513,-6914.323412,-4394.712944,-2639.299462,17307.671167588393
3278.3479218,0.0,0,-80.97910092790262,4842.864192279245,6267.8806523966605,4249.055972796272,-6686.142798,-4610.784984,-2852.635728,17369.43848325512
3338.3479218,0.0,0,-82.11965553482676,4817.679376549875,6279.866014647304,4259.974927197151,-6442.917013,-4816.481736,-3059.541662,17421.403145302946
3398.3479218,0.0,0,-83.26086220930304,4792.446690019555,6291.731161747595,4270.9146361311705,-6185.185435,-5011.334287,-3259.546969,17463.54911228779
3458.3479218,0.0,0,-84.4022102162941,4767.166615716298,6303.475866563636,4281.874890180047,-5913.508075,-5194.887393,-3452.189722,17495.854506801497
3518.3479218,0.0,0,-85.54247071709848,4741.839637575264,6315.09990426715,4292.855479532207,-5628.465986,-5366.699371,-3637.016213,17518.291528970865
3578.3479218,0.0,0,-86.67845523715901,4716.46624042948,6326.603052339786,4303.856193986794,-5330.661775,-5526.34209,-3813.580871,17530.826404073643
3638.3479218,0.0,0,-87.79997288638191,4691.046910000578,6337.985090577373,4314.8768229577,-5020.720203,-5673.401036,-3981.446231,17533.41932865706
3698.3479218,0.0,0,-88.85569604038275,4665.582132889485,6349.245801094142,4325.917155477597,-4699.288868,-5807.475493,-4140.182983,17526.024450522516
3758.3479218,0.0,0,-89.32177581290766,4640.072396567113,6360.384968326895,4336.976980201967,-4367.038972,-5928.178812,-4289.370084,17508.589853583264
3818.3479218,0.0,0,-88.47911873010548,4614.518189365026,6371.402379039129,4348.05608541316,-4024.666155,-6035.138804,-4428.594965,17481.057574502927
3878.3479218,0.0,0,-87.37476311439897,4588.920000466089,6382.297822325121,4359.154259024437,-3672.891406,-6127.998246,-4557.453823,17443.363641270214
3938.3479218,0.0,0,-86.22888148495565,4563.278319895107,6393.071089613964,4370.271288584035,-3312.462019,-6206.415516,-4675.552006,17395.43812864696
3998.3479218,0.0,0,-85.06763764345311,4537.59363850945,6403.721974673559,4381.406961279231,-2944.152611,-6270.065373,-4782.504519,17337.20526193575
4058.3479218,0.0,0,-83.89747501860045,4511.866447989643,6414.250273614563,4392.5610639404185,-2568.766175,-6318.639872,-4877.936632,17268.583535787475
4118.3479218,0.0,0,-82.72064462176195,4486.097240829962,6424.655784894297,4403.733383045189,-2187.135157,-6351.849445,-4961.484629,17189.485883472473
4178.3479218,0.0,0,-81.53808769539236,4460.286510329008,6434.938309320593,4414.923704722413,-1800.122557,-6369.424154,-5032.796685,17099.819892173287
4238.3479218,0.0,0,-80.35023934695455,4434.434750580262,6445.097650055619,4426.131814756343,-1408.623024,-6371.115113,-5091.533901,16999.48806352345
4298.3479218,0.0,0,-79.1573150318302,4408.542456462621,6455.133612619642,4437.357498590708,-1013.563928,-6356.696112,-5137.371501,16888.388139567407
4358.3479218,0.0,0,-77.95943201078946,4382.610123630933,6465.046004894747,4448.600541332823,-615.9063979,-6325.96544,-5170.000201,16766.41349364412
4418.3479218,0.0,0,-76.75666855457409,4356.638248506507,6474.834637128524,4459.860727757702,-216.6462854,-6278.747928,-5189.127775,16633.453604106664
4478.3479218,0.0,0,-75.54909685834714,4330.627328267602,6484.49932193769,4471.137842312179,183.1849617,-6214.897211,-5194.480816,16489.394607829065
4538.3479218,0.0,0,-74.33680391752414,4304.577860839921,6494.039874311688,4482.431669119032,582.5195612,-6134.298238,-5185.806727,16334.11996861088
4598.3479218,0.0,0,-73.11990676750771,4278.490344887071,6503.45611161621,4493.741991981119,980.2528268,-6036.87002,-5162.875933,16167.511248243503
4658.3479218,0.0,0,-71.8985651603401,4252.365279801021,6512.747853596718,4505.068594385516,1375.242814,-5922.568637,-5125.484337,15989.449010792767
