Time (min),Link Budget (kbps),Line Of Sight (1/0),Antenna X,Antenna Y,Antenna Z,Satellite X,Satellite Y,Satellite Z,Slant Distance (km)
41.23648055,5173389.495406396,0,-4821.0876127356805,1718.0427101563166,2739.4863269570765,-8288.847247,-773.088643,576.6812584,4786.315708798115
42.23648055,4634069.103348359,0,-4827.935797716082,1693.905631515116,2742.455378640174,-8304.992087,-1073.714697,328.8811994,5057.171446604699
43.23648055,4177857.0027092183,0,-4834.687025653953,1669.736126526012,2745.3823942989616,-8300.87358,-1371.722312,80.27601373,5326.134684981201
44.23648055,3789038.1975348922,0,-4841.341167310888,1645.534657864589,2748.267317901731,-8276.740968,-1666.42378,-168.5241763,5592.737532314994
45.23648055,3455304.7754044808,0,-4847.898095306997,1621.30168881831,2751.110094222539,-8232.869254,-1957.152085,-416.9227173,5856.602517793174
46.23648055,3166948.719639497,0,-4854.357684123346,1597.0376832776487,2753.9106688422644,-8169.557709,-2243.260027,-664.3359157,6117.421631802141
47.23648055,0.0,0,-4860.71981010436,1572.7431057272074,2756.6689881496527,-8087.128576,-2524.119362,-910.1925063,6374.940691770993
48.63913203,0.0,0,-4869.479194216413,1538.615654424036,2760.4666461006595,-7939.798306,-2908.441304,-1251.694232,6730.572780336948
49.63913203,0.0,0,-4875.606656703057,1514.2495251514774,2763.123226327559,-7812.08519,-3176.120857,-1493.237622,6981.3385657374665
50.63913203,0.0,0,-4881.636249586383,1489.8544086785694,2765.7373748866107,-7666.514452,-3436.54064,-1731.362087,7228.334410362049
51.63913203,0.0,0,-4887.567857442206,1465.430771999764,2768.3090417353023,-7503.504192,-3689.143523,-1965.541578,7471.418925418403
52.63913203,0.0,0,-4893.401366722066,1440.979082655476,2770.8381776443493,-7323.493029,-3933.388136,-2195.260178,7710.467000510725
53.63913203,0.0,0,-4899.136665755394,1416.4998087231295,2773.324734198633,-7126.939801,-4168.748373,-2420.011724,7945.3664250871625
54.63913203,0.0,0,-4904.773644751657,1391.9934188081995,2775.7686637981315,-6914.323412,-4394.712944,-2639.299462,8176.015142075488
55.63913203,0.0,0,-4910.312195802459,1367.4603820352406,2778.1699196588256,-6686.142798,-4610.784984,-2852.635728,8402.318979063437
56.63913203,0.0,0,-4915.752212883603,1342.9011680389074,2780.528455813598,-6442.917013,-4816.481736,-3059.541662,8624.189762885593
57.63913203,0.0,0,-4921.093591857124,1318.3162469549625,2782.844227113115,-6185.185435,-5011.334287,-3259.546969,8841.543724755422
