Time (sec),Link Budget (kbps),Line Of Sight (1/0),Antenna X,Antenna Y,Antenna Z,Satellite X,Satellite Y,Satellite Z
1754.188833,0.0,0,4747.434359402658,6840.642286734454,-3366.3855966064502,2320.0,4870.0,3700.0
1814.188833,0.0,0,4719.924520675913,6865.492826728906,-3354.458621326557,2320.0,4870.0,3700.0
1874.188833,0.0,0,4692.315189774175,6890.211940949228,-3342.4885109078696,2320.0,4870.0,3700.0
1934.188833,0.0,0,4664.606895221436,6914.799156198693,-3330.475494493593,2320.0,4870.0,3700.0
1994.188833,0.0,0,4636.8001674361485,6939.254001805514,-3318.419802048279,2320.0,4870.0,3700.0
2054.188833,0.0,0,4608.895538721063,6963.576009631844,-3306.321664353424,2320.0,4870.0,3700.0
2114.188833,0.0,0,4580.893543253043,6987.764714082748,-3294.181313003053,2320.0,4870.0,3700.0
2174.188833,0.0,0,4552.794717072841,7011.819652115102,-3281.998980399283,2320.0,4870.0,3700.0
2234.188833,0.0,0,4524.599598074834,7035.740363246478,-3269.7748997478784,2320.0,4870.0,3700.0
2294.188833,0.0,0,4496.308725996724,7059.526389563935,-3257.5093050537816,2320.0,4870.0,3700.0
2354.188833,0.0,0,4467.922642409215,7083.177275732804,-3245.2024311166388,2320.0,4870.0,3700.0
2414.188833,0.0,0,4439.441890705637,7106.692569005392,-3232.8545135263003,2320.0,4870.0,3700.0
2474.188833,0.0,0,4410.867016091544,7130.071819229657,-3220.4657886583145,2320.0,4870.0,3700.0
2534.188833,0.0,0,4382.198565574287,7153.314578857823,-3208.0364936694014,2320.0,4870.0,3700.0
2594.188833,0.0,0,4353.4370879525295,7176.420402954941,-3195.56686649291,2320.0,4870.0,3700.0
2654.188833,0.0,0,4324.58313380575,7199.388849207417,-3183.05714583427,2320.0,4870.0,3700.0
2714.188833,0.0,0,4295.637255483701,7222.219477931473,-3170.5075711664185,2320.0,4870.0,3700.0
2774.188833,0.0,0,4266.6000070958335,7244.911852081562,-3157.918382725212,2320.0,4870.0,3700.0
2834.188833,0.0,0,4237.471944500692,7267.46553725874,-3145.289821504833,2320.0,4870.0,3700.0
2894.188833,0.0,0,4208.253625295274,7289.88010171898,-3132.62212925318,2320.0,4870.0,3700.0
2918.3479218,0.0,0,4196.463464713317,7298.865975862767,-3127.510468832203,2320.0,4870.0,3700.0
2978.3479218,0.0,0,4167.119489813968,7321.084680028421,-3114.788298167565,2320.0,4870.0,3700.0
3038.3479218,0.0,0,4137.6866050577455,7343.163237048657,-3102.027580360734,2320.0,4870.0,3700.0
3098.3479218,0.0,0,4108.165373876836,7365.101224274801,-3089.2285596894726,2320.0,4870.0,3700.0
3158.3479218,0.0,0,4078.556361394644,7386.898221749099,-3076.391481164769,2320.0,4870.0,3700.0
3218.3479218,0.0,0,4048.860134414964,7408.553812212754,-3063.516590526156,2320.0,4870.0,3700.0
3278.3479218,0.0,0,4019.077261411131,7430.067581113918,-3050.604134236997,2320.0,4870.0,3700.0
3338.3479218,0.0,0,3989.208312515144,7451.439116615626,-3037.6543594797768,2320.0,4870.0,3700.0
3398.3479218,0.0,0,3959.253859506748,7472.668009603679,-3024.6675141513624,2320.0,4870.0,3700.0
3458.3479218,0.0,0,3929.214475802487,7493.753853694476,-3011.643846858264,2320.0,4870.0,3700.0
3518.3479218,0.0,0,3899.0907364447294,7514.696245242795,-2998.5836069118704,2320.0,4870.0,3700.0
3578.3479218,0.0,0,3868.883218090663,7535.494783349517,-2985.4870443236787,2320.0,4870.0,3700.0
3638.3479218,0.0,0,3838.592499001245,7556.149069869302,-2972.354409800509,2320.0,4870.0,3700.0
3698.3479218,0.0,0,3808.2191590301454,7576.658709418212,-2959.185954739706,2320.0,4870.0,3700.0
3758.3479218,5539560.466147384,1,3777.763779612642,7597.023309381278,-2945.9819312243244,2320.0,4870.0,3700.0
3818.3479218,5539560.466147384,1,3747.226943754488,7617.242479920016,-2932.7425920183023,2320.0,4870.0,3700.0
3878.3479218,5539560.466147384,1,3716.6092360207513,7637.31583397989,-2919.4681905616253,2320.0,4870.0,3700.0
3938.3479218,5539560.466147384,1,3685.9112425246303,7657.242987297721,-2906.1589809654743,2320.0,4870.0,3700.0
3998.3479218,5539560.466147384,1,3655.133550916225,7677.023558409042,-2892.8152180073607,2320.0,4870.0,3700.0
4058.3479218,5539560.466147384,1,3624.276750371293,7696.657168655408,-2879.4371571262486,2320.0,4870.0,3700.0
4118.3479218,5539560.466147384,1,3593.3414315799737,7716.143442191628,-2866.025054417665,2320.0,4870.0,3700.0
4178.3479218,5539560.466147384,1,3562.328186735474,7735.482005992979,-2852.5791666288,2320.0,4870.0,3700.0
4238.3479218,5539560.466147384,1,3531.2376095227373,7754.672489862332,-2839.099751153586,2320.0,4870.0,3700.0
4298.3479218,5539560.466147384,1,3500.0702951070725,7773.714526437248,-2825.587066027778,2320.0,4870.0,3700.0
4358.3479218,5539560.466147384,1,3468.82684012277,7792.607751197005,-2812.0413699240075,2320.0,4870.0,3700.0
4418.3479218,5539560.466147384,1,3437.5078426616724,7811.35180246958,-2798.462922146836,2320.0,4870.0,3700.0
4478.3479218,5539560.466147384,1,3406.113902261727,7829.946321438568,-2784.8519826277843,2320.0,4870.0,3700.0
4538.3479218,5539560.466147384,1,3374.645619895514,7848.390952150052,-2771.208811920367,2320.0,4870.0,3700.0
4598.3479218,5539560.466147384,1,3343.103597958733,7866.685341519423,-2757.533671195094,2320.0,4870.0,3700.0
4658.3479218,5539560.466147384,1,3311.4884402586786,7884.82913933813,-2743.826822234476,2320.0,4870.0,3700.0
4718.3479218,5539560.466147384,1,3279.800752002682,7902.821998280389,-2730.0885274280145,2320.0,4870.0,3700.0
4778.3479218,5539560.466147384,1,3248.04113978652,7920.663573909835,-2716.3190497671776,2320.0,4870.0,3700.0
4838.3479218,5539560.466147384,1,3216.210211582804,7938.353524686103,-2702.518652840362,2320.0,4870.0,3700.0
4898.3479218,0.0,0,3184.3085767293496,7955.891511971386,-2688.687600827854,2320.0,4870.0,3700.0
4958.3479218,0.0,0,3152.3368459175017,7973.277200036896,-2674.8261584967668,2320.0,4870.0,3700.0
5018.3479218,0.0,0,3120.29563118045,7990.510256069307,-2660.9345911959736,2320.0,4870.0,3700.0
5078.3479218,0.0,0,3088.185545881513,8007.59035017712,-2647.013164851029,2320.0,4870.0,3700.0
5138.3479218,0.0,0,3056.0072047023887,8024.517155396974,-2633.062145959077,2320.0,4870.0,3700.0
5198.3479218,0.0,0,3023.761223631401,8041.290347699914,-2619.081801583752,2320.0,4870.0,3700.0
5258.3479218,0.0,0,2991.4482199516992,8057.909605997587,-2605.0723993500624,2320.0,4870.0,3700.0
5318.3479218,0.0,0,2959.068812229439,8074.374612148391,-2591.034207439271,2320.0,4870.0,3700.0
5378.3479218,0.0,0,2926.6236203019484,8090.685050963564,-2576.9674945837605,2320.0,4870.0,3700.0
5438.3479218,0.0,0,2894.1132652658616,8106.840610213219,-2562.872530061886,2320.0,4870.0,3700.0
5498.3479218,0.0,0,2861.538369465219,8122.840980632322,-2548.7495836928247,2320.0,4870.0,3700.0
5558.3479218,0.0,0,2828.89955647957,8138.685855926609,-2534.5989258314103,2320.0,4870.0,3700.0
5618.3479218,0.0,0,2796.1974511120206,8154.374932778452,-2520.420827362951,2320.0,4870.0,3700.0
5678.3479218,0.0,0,2763.432679377286,8169.907910852662,-2506.2155596980565,2320.0,4870.0,3700.0
5738.3479218,0.0,0,2730.605868489695,8185.284492802246,-2491.9833947674283,2320.0,4870.0,3700.0
5798.3479218,0.0,0,2697.7176468511907,8200.504384274089,-2477.724605016665,2320.0,4870.0,3700.0
5858.3479218,0.0,0,2664.7686440392995,8215.567293914599,-2463.4394634010405,2320.0,4870.0,3700.0
5918.3479218,0.0,0,2631.7594907950797,8230.47293337527,-2449.1282433802826,2320.0,4870.0,3700.0
5978.3479218,0.0,0,2598.690819011041,8245.221017318221,-2434.791218913336,2320.0,4870.0,3700.0
6006.493955999999,0.0,0,2583.1579569359,8252.084981563885,-2428.0568987366023,2320.0,4870.0,3700.0
6066.493955999999,0.0,0,2550.0029948675506,8266.60108942163,-2413.682462851214,2320.0,4870.0,3700.0
6126.493955999999,0.0,0,2516.790079319758,8280.958950162234,-2399.28290105638,2320.0,4870.0,3700.0
6186.493955999999,0.0,0,2483.519846085648,8295.158288933906,-2384.8584890021675,2320.0,4870.0,3700.0
6246.493955999999,0.0,0,2450.192932055573,8309.198833919441,-2370.4095028143506,2320.0,4870.0,3700.0
6306.493955999999,0.0,0,2416.8099752049266,8323.080316341413,-2355.9362190891247,2320.0,4870.0,3700.0
6366.493955999999,0.0,0,2383.3716145819244,8336.80247046732,-2341.438914887811,2320.0,4870.0,3700.0
6426.493955999999,21477.323336320238,1,2349.878490295373,8350.365033614677,-2326.917867731556,2320.0,4870.0,3700.0
6486.493955999999,21477.323336320238,1,2316.331243502421,8363.767746156038,-2312.373355596012,2320.0,4870.0,3700.0
6546.493955999999,21477.323336320238,1,2282.7305163962783,8377.01035152397,-2297.8056569060227,2320.0,4870.0,3700.0
6606.493955999999,21477.323336320238,1,2249.076952193926,8390.092596215962,-2283.215050530294,2320.0,4870.0,3700.0
6666.493955999999,21477.323336320238,1,2215.3711951238024,8403.014229799282,-2268.601815776045,2320.0,4870.0,3700.0
6726.493955999999,21477.323336320238,1,2181.613890413473,8415.77500491577,-2253.9662323836765,2320.0,4870.0,3700.0
6786.493955999999,21477.323336320238,1,2147.805684277276,8428.37467728656,-2239.3085805214014,2320.0,4870.0,3700.0
6846.493955999999,21477.323336320238,1,2113.947223903952,8440.813005716782,-2224.629140779893,2320.0,4870.0,3700.0
6906.493955999999,21477.323336320238,1,2080.039157444258,8453.089752100153,-2209.928194166908,2320.0,4870.0,3700.0
6966.493955999999,21477.323336320238,1,2046.082133998556,8465.204681423558,-2195.206022101905,2320.0,4870.0,3700.0
7026.493955999999,21477.323336320238,1,2012.0768036043903,8477.157561771526,-2180.4629064106634,2320.0,4870.0,3700.0
7085.66796,21477.323336320238,1,1978.492931652084,8488.78695046881,-2165.902515324517,2320.0,4870.0,3700.0
7145.66796,21477.323336320238,1,1944.3935838175787,8500.41728817114,-2151.1186380825457,2320.0,4870.0,3700.0
7205.66796,21477.323336320238,1,1910.2478756532664,8511.884902824926,-2136.314661176849,2320.0,4870.0,3700.0
7265.66796,21477.323336320238,1,1876.056460808672,8523.189574906213,-2121.490867999189,2320.0,4870.0,3700.0
7325.66796,21477.323336320238,1,1841.819993808284,8534.331088010247,-2106.6475423206743,2320.0,4870.0,3700.0
7385.66796,21477.323336320238,1,1807.5391300390177,8545.309228855622,-2091.78496828632,2320.0,4870.0,3700.0
7445.66796,21477.323336320238,1,1773.2145257376758,8556.123787288352,-2076.903430409611,2320.0,4870.0,3700.0
7505.66796,21477.323336320238,1,1738.8468379783828,8566.774556285905,-2062.003213567058,2320.0,4870.0,3700.0
7565.66796,21477.323336320238,1,1704.436724660011,8577.261331961163,-2047.0846029927425,2320.0,4870.0,3700.0
7625.66796,21477.323336320238,1,1669.984844493575,8587.58391356632,-2032.1478842728536,2320.0,4870.0,3700.0
7685.667960000001,21477.323336320238,1,1635.4918569896397,8597.742103496728,-2017.193343340226,2320.0,4870.0,3700.0
7745.667960000001,21477.323336320238,1,1600.9584224456792,8607.735707294687,-2002.221266468864,2320.0,4870.0,3700.0
7805.667960000001,21477.323336320238,1,1566.3852019334438,8617.56453365315,-1987.231940268459,2320.0,4870.0,3700.0
7865.667960000001,21477.323336320238,1,1531.772857286309,8627.22839441941,-1972.225651678909,2320.0,4870.0,3700.0
7925.667960000001,21477.323336320238,1,1497.1220510865971,8636.727104598674,-1957.202687964821,2320.0,4870.0,3700.0
7985.667960000001,21477.323336320238,1,1462.4334466528978,8646.06048235763,-1942.1633367100103,2320.0,4870.0,3700.0
8045.667960000001,21477.323336320238,1,1427.7077080273732,8655.228349027904,-1927.107885812001,2320.0,4870.0,3700.0
8105.667960000001,21477.323336320238,1,1392.9454999630425,8664.230529109504,-1912.036623476513,2320.0,4870.0,3700.0
8165.667960000001,21477.323336320238,1,1358.147487911054,8673.066850274156,-1896.9498382119384,2320.0,4870.0,3700.0
8225.66796,21477.323336320238,1,1323.3143380079557,8681.737143368626,-1881.84781882383,2320.0,4870.0,3700.0
8285.66796,21477.323336320238,1,1288.4467170629343,8690.241242417942,-1866.7308544093623,2320.0,4870.0,3700.0
8345.66796,21477.323336320238,1,1253.545292545053,8698.578984628572,-1851.599234351804,2320.0,4870.0,3700.0
8405.66796,21477.323336320238,1,1218.610732570478,8706.75021039155,-1836.453248314976,2320.0,4870.0,3700.0
8465.66796,21477.323336320238,1,1183.6437058896834,8714.754763285524,-1821.293186237704,2320.0,4870.0,3700.0
8525.66796,21477.323336320238,1,1148.6448818746533,8722.59249007975,-1806.1193383282737,2320.0,4870.0,3700.0
8585.66796,21477.323336320238,1,1113.6149305060646,8730.263240737033,-1790.9319950588704,2320.0,4870.0,3700.0
8645.66796,21477.323336320238,1,1078.5545223604656,8737.76686841659,-1775.7314471600212,2320.0,4870.0,3700.0
8705.66796,21477.323336320238,1,1043.464328597437,8745.103229476857,-1760.5179856150282,2320.0,4870.0,3700.0
8765.66796,21477.323336320238,1,1008.3450209467426,8752.272183478262,-1745.2919016543992,2320.0,4870.0,3700.0
8825.66796,21477.323336320238,1,973.1972716954708,8759.273593185886,-1730.0534867502715,2320.0,4870.0,3700.0
8885.66796,21477.323336320238,1,938.0217536751712,8766.107324572105,-1714.8030326108344,2320.0,4870.0,3700.0
8945.66796,21477.323336320238,1,902.819140248964,8772.773246819153,-1699.5408311747426,2320.0,4870.0,3700.0
9005.66796,21477.323336320238,1,867.5901052986576,8779.271232321624,-1684.2671746055278,2320.0,4870.0,3700.0
9065.66796,21477.323336320238,1,832.3353232118463,8785.60115668892,-1668.982355286009,2320.0,4870.0,3700.0
9125.66796,21477.323336320238,1,797.0554688690002,8791.762898747624,-1653.686665812691,2320.0,4870.0,3700.0
9185.66796,21477.323336320238,1,761.7512176305465,8797.756340543825,-1638.3803989901678,2320.0,4870.0,3700.0
9245.66796,21477.323336320238,1,726.4232453239431,8803.581367345381,-1623.0638478255123,2320.0,4870.0,3700.0
9305.66796,21477.323336320238,1,691.072228230734,8809.2378676441,-1607.7373055226724,2320.0,4870.0,3700.0
9365.66796,21477.323336320238,1,655.6988430736121,8814.725733157895,-1592.4010654768538,2320.0,4870.0,3700.0
9425.66796,21477.323336320238,1,620.3037670034603,8820.044858832836,-1577.0554212689074,2320.0,4870.0,3700.0
9485.66796,21477.323336320238,1,584.8876775863889,8825.195142845178,-1561.7006666597056,2320.0,4870.0,3700.0
9545.66796,21477.323336320238,1,549.451252790768,8830.176486603297,-1546.337095584523,2320.0,4870.0,3700.0
9605.66796,21477.323336320238,1,513.9951709742411,8834.988794749592,-1530.9650021474056,2320.0,4870.0,3700.0
9665.66796,21477.323336320238,1,478.5201108707512,8839.631975162292,-1515.5846806155423,2320.0,4870.0,3700.0
9725.66796,21477.323336320238,1,443.0267515775397,8844.105938957237,-1500.1964254136346,2320.0,4870.0,3700.0
9785.66796,21477.323336320238,1,407.51577254214607,8848.41060048957,-1484.8005311182544,2320.0,4870.0,3700.0
9845.66796,21477.323336320238,1,371.9878535494092,8852.545877355376,-1469.397292452211,2320.0,4870.0,3700.0
9905.66796,21477.323336320238,1,336.4436747084412,8856.511690393269,-1453.9870042789055,2320.0,4870.0,3700.0
9965.66796,21477.323336320238,1,300.8839164396201,8860.307963685886,-1438.5699615966864,2320.0,4870.0,3700.0
10025.66796,21477.323336320238,1,265.309259461562,8863.93462456137,-1423.146459533206,2320.0,4870.0,3700.0
10085.66796,21477.323336320238,1,229.72038477808167,8867.39160359474,-1407.7167933397652,2320.0,4870.0,3700.0
10145.66796,21477.323336320238,1,194.11797366517084,8870.678834609222,-1392.2812583856671,2320.0,4870.0,3700.0
10205.66796,21477.323336320238,1,158.50270765794102,8873.796254677523,-1376.8401501525586,2320.0,4870.0,3700.0
10265.66796,21477.323336320238,1,122.87526853758862,8876.743804123034,-1361.3937642287765,2320.0,4870.0,3700.0
10325.66796,21477.323336320238,1,87.23633831833894,8879.521426520969,-1345.9423963036863,2320.0,4870.0,3700.0
10385.66796,21477.323336320238,1,51.58659923438944,8882.129068699442,-1330.4863421620273,2320.0,4870.0,3700.0
10445.66796,21477.323336320238,1,15.926733726851296,8884.566680740496,-1315.0258976782427,2320.0,4870.0,3700.0
10505.66796,21477.323336320238,1,-19.74257556931326,8886.834215981049,-1299.5613588108229,2320.0,4870.0,3700.0
10565.66796,21477.323336320238,1,-55.42064583836083,8888.931631013795,-1284.0930215966357,2320.0,4870.0,3700.0
10625.66796,21477.323336320238,1,-91.10679409684036,8890.858885688021,-1268.621182145259,2320.0,4870.0,3700.0
10685.66796,21477.323336320238,1,-126.8003372066558,8892.615943110393,-1253.1461366333165,2320.0,4870.0,3700.0
10745.66796,21477.323336320238,1,-162.5005918881614,8894.202769645652,-1237.6681812988045,2320.0,4870.0,3700.0
10805.66796,21477.323336320238,1,-198.20687473322897,8895.619334917259,-1222.1876124354203,2320.0,4870.0,3700.0
10865.66796,21477.323336320238,1,-233.9185022183277,8896.865611807978,-1206.704726386895,2320.0,4870.0,3700.0
10925.66796,21477.323336320238,1,-269.6347907176235,8897.941576460395,-1191.219819541313,2320.0,4870.0,3700.0
10985.66796,21477.323336320238,1,-305.35505651605337,8898.847208277377,-1175.7331883254465,2320.0,4870.0,3700.0
11045.66796,21477.323336320238,1,-341.0786158224126,8899.582489922455,-1160.2451291990762,2320.0,4870.0,3700.0
11105.66796,21477.323336320238,1,-376.8047847824572,8900.147407320175,-1144.7559386493165,2320.0,4870.0,3700.0
11165.66796,21477.323336320238,1,-412.5328794919768,8900.541949656352,-1129.265913184942,2320.0,4870.0,3700.0
11225.66796,21477.323336320238,1,-448.262216009908,8900.766109378284,-1113.775349330708,2320.0,4870.0,3700.0
11285.66796,21477.323336320238,1,-483.9921103714053,8900.819882194888,-1098.2845436216776,2320.0,4870.0,3700.0
11345.66796,21477.323336320238,1,-519.7218786009519,8900.703267076799,-1082.7937925975434,2320.0,4870.0,3700.0
11405.66796,21477.323336320238,1,-555.4508367254391,8900.416266256372,-1067.3033927969514,2320.0,4870.0,3700.0
11465.66796,21477.323336320238,1,-591.178300787273,8899.958885227647,-1051.8136407518234,2320.0,4870.0,3700.0
11525.66796,21477.323336320238,1,-626.9035868574535,8899.331132746247,-1036.3248329816822,2320.0,4870.0,3700.0
11585.66796,21477.323336320238,1,-662.626011048678,8898.533020829209,-1020.837265987974,2320.0,4870.0,3700.0
11645.66796,21477.323336320238,1,-698.3448895284293,8897.56456475474,-1005.3512362483918,2320.0,4870.0,3700.0
11705.66796,21477.323336320238,1,-734.0595385320601,8896.425783061954,-989.8670402112036,2320.0,4870.0,3700.0
11765.66796,21477.323336320238,1,-769.7692743758964,8895.116697550482,-974.3849742895716,2320.0,4870.0,3700.0
11798.96796,21477.323336320238,1,-789.5858064526535,8894.31667594136,-965.7934557946664,2320.0,4870.0,3700.0
11858.96796,21477.323336320238,1,-825.2865444125039,8892.742818971312,-950.31529093334,2320.0,4870.0,3700.0
11918.96796,21477.323336320238,1,-860.9806228587029,8890.998728685368,-934.840013324661,2320.0,4870.0,3700.0
11978.96796,21477.323336320238,1,-896.6673585013507,8889.084438470567,-919.3679192110692,2320.0,4870.0,3700.0
12038.96796,21477.323336320238,1,-932.3460681911122,8886.99998497206,-903.8993047740628,2320.0,4870.0,3700.0
12098.96796,21477.323336320238,1,-968.016068932295,8884.745408092438,-888.4344661285261,2320.0,4870.0,3700.0
12158.96796,21477.323336320238,1,-1003.6766778959188,8882.320750990946,-872.973699317067,2320.0,4870.0,3700.0
12218.96796,21477.323336320238,1,-1039.327212432787,8879.72606008267,-857.5173003043451,2320.0,4870.0,3700.0
12278.96796,21477.323336320238,1,-1074.9669900865667,8876.961385037646,-842.065564971406,2320.0,4870.0,3700.0
12338.96796,21477.323336320238,1,-1110.5953286068336,8874.026778779904,-826.6187891100217,2320.0,4870.0,3700.0
12398.96796,21477.323336320238,1,-1146.2115459621457,8870.922297486459,-811.1772684170226,2320.0,4870.0,3700.0
12458.96796,21477.323336320238,1,-1181.814960353098,8867.648000586236,-795.741298488641,2320.0,4870.0,3700.0
12518.96796,21477.323336320238,1,-1217.4048902253687,8864.203950758934,-780.3111748148515,2320.0,4870.0,3700.0
12578.96796,21477.323336320238,1,-1252.9806542827712,8860.590213933818,-764.8871927737123,2320.0,4870.0,3700.0
12638.96796,21477.323336320238,1,-1288.5415715002948,8856.806859288465,-749.4696476257154,2320.0,4870.0,3700.0
12698.96796,21477.323336320238,1,-1324.086961137138,8852.853959247439,-734.0588345081298,2320.0,4870.0,3700.0
12758.96796,21477.323336320238,1,-1359.6161427497484,8848.7315894809,-718.6550484293534,2320.0,4870.0,3700.0
12818.96796,21477.323336320238,1,-1395.128436204836,8844.43982890316,-703.2585842632677,2320.0,4870.0,3700.0
12878.96796,21477.323336320238,1,-1430.6231616924067,8839.978759671169,-687.8697367435891,2320.0,4870.0,3700.0
12938.96796,21477.323336320238,1,-1466.0996397387655,8835.348467182945,-672.4888004582292,2320.0,4870.0,3700.0
12998.96796,21477.323336320238,1,-1501.5571912195269,8830.549040075935,-657.1160698436579,2320.0,4870.0,3700.0
13058.96796,21477.323336320238,1,-1536.995137372617,8825.58057022533,-641.7518391792605,2320.0,4870.0,3700.0
13118.96796,21477.323336320238,1,-1572.4127998112674,8820.443152742286,-626.3964025817104,2320.0,4870.0,3700.0
13178.96796,21477.323336320238,1,-1607.809500536993,8815.136885972122,-611.0500539993375,2320.0,4870.0,3700.0
13238.96796,21477.323336320238,1,-1643.1845619525882,8809.661871492428,-595.713087206497,2320.0,4870.0,3700.0
13298.96796,21477.323336320238,1,-1678.5373068750755,8804.018214111124,-580.3857957979528,2320.0,4870.0,3700.0
13358.96796,21477.323336320238,1,-1713.8670585486918,8798.206021864451,-565.0684731832512,2320.0,4870.0,3700.0
13418.96796,21477.323336320238,1,-1749.1731406578283,8792.225406014903,-549.761412581106,2320.0,4870.0,3700.0
13478.96796,21477.323336320238,1,-1784.4548773399772,8786.076481049104,-534.4649070137884,2320.0,4870.0,3700.0
13538.96796,21477.323336320238,1,-1819.7115931986789,8779.759364675601,-519.1792493015118,2320.0,4870.0,3700.0
13598.96796,21477.323336320238,1,-1854.9426133164468,8773.27417782263,-503.9047320568322,2320.0,4870.0,3700.0
13658.96796,21477.323336320238,1,-1890.1472632676844,8766.621044635787,-488.641647679043,2320.0,4870.0,3700.0
13718.96796,21477.323336320238,1,-1925.3248691315987,8759.800092475656,-473.3902883485787,2320.0,4870.0,3700.0
13778.96796,21477.323336320238,1,-1960.4747575050967,8752.811451915373,-458.15094602142335,2320.0,4870.0,3700.0
13838.96796,21477.323336320238,1,-1995.5962555156864,8745.655256738119,-442.923912423518,2320.0,4870.0,3700.0
13898.96796,21477.323336320238,1,-2030.688690834348,8738.33164393457,-427.7094790451793,2320.0,4870.0,3700.0
13958.96796,21477.323336320238,1,-2065.751391688404,8730.84075370027,-412.5079371355196,2320.0,4870.0,3700.0
14018.96796,21477.323336320238,1,-2100.7836868743875,8723.18272943294,-397.3195776968682,2320.0,4870.0,3700.0
14078.96796,21477.323336320238,1,-2135.784905770884,8715.357717729745,-382.144691479205,2320.0,4870.0,3700.0
14138.96796,21477.323336320238,1,-2170.754378351367,8707.365868384475,-366.98356897459234,2320.0,4870.0,3700.0
14198.96796,21477.323336320238,1,-2205.6914351970345,8699.207334384693,-351.83650041161445,2320.0,4870.0,3700.0
14258.96796,21477.323336320238,1,-2240.595407509613,8690.882271908791,-336.7037757498208,2320.0,4870.0,3700.0
14318.96796,21477.323336320238,1,-2275.4656271241656,8682.390840323013,-321.5856846741772,2320.0,4870.0,3700.0
14378.96796,21477.323336320238,1,-2310.30142652188,8673.733202178391,-306.4825165895197,2320.0,4870.0,3700.0
14438.96796,21477.323336320238,1,-2345.102138842853,8664.909523207645,-291.394560615013,2320.0,4870.0,3700.0
14498.96796,21477.323336320238,1,-2379.867097898848,8655.919972322006,-276.3221055786187,2320.0,4870.0,3700.0
14558.96796,21477.323336320238,1,-2414.5956381860483,8646.76472160798,-261.2654400115646,2320.0,4870.0,3700.0
14618.96796,21477.323336320238,1,-2449.287094897807,8637.443946324061,-246.22485214281917,2320.0,4870.0,3700.0
14678.96796,21477.323336320238,1,-2483.940803937361,8627.957824897367,-231.20062989357984,2320.0,4870.0,3700.0
14738.96796,21477.323336320238,1,-2518.5561019305487,8618.30653892023,-216.1930608717562,2320.0,4870.0,3700.0
14798.96796,21477.323336320238,1,-2553.132326238512,8608.490273146715,-201.2024323664648,2320.0,4870.0,3700.0
14858.96796,21477.323336320238,1,-2587.66881497038,8598.509215489095,-186.22903134253212,2320.0,4870.0,3700.0
14918.96796,21477.323336320238,1,-2622.164906995928,8588.36355701424,-171.2731444350004,2320.0,4870.0,3700.0
14978.96796,21477.323336320238,1,-2656.619941958257,8578.053491939962,-156.33505794363828,2320.0,4870.0,3700.0
15038.96796,21477.323336320238,1,-2691.0332602864123,8567.579217631304,-141.41505782746344,2320.0,4870.0,3700.0
15098.96796,21477.323336320238,1,-2725.4042032080188,8556.940934596762,-126.51342969926714,2320.0,4870.0,3700.0
