Time (sec),Link Budget (kbps),Antenna X,Antenna Y,Antenna Z,Satelite X,Satelite Y,Satelite Z,Slant Distance (km)
184419.01746,2472.740656542476,-588.0847966682527,6224.931074729188,6500.285712666438,-211347.176,-50086.36592,-11904.74446,218927.16101420508
184479.01746,2471.497529509777,-613.0455823457501,6211.197847446834,6511.107538148561,-211421.6958,-50119.4841,-11921.92613,218982.21266912253
184539.01746,2470.2554936194865,-637.9510009437267,6197.345719525294,6521.90535906289,-211496.1863,-50152.59515,-11939.10608,219037.2574992309
184599.01746,2469.014536491442,-662.8005756990337,6183.374956135145,6532.678968707292,-211570.6475,-50185.69908,-11956.28431,219092.29599658915
184659.01746,2467.7746436372663,-687.5938309175458,6169.2858247179865,6543.428160843113,-211645.0795,-50218.7959,-11973.46081,219147.32874843155
184719.01746,2466.5358050457826,-712.3302919832499,6155.078594981338,6554.152729699123,-211719.4822,-50251.8856,-11990.63558,219202.35614490623
184779.01746,2465.298006217663,-737.0094853673722,6140.753538893452,6564.85246997546,-211793.8557,-50284.9682,-12007.80863,219257.37877699046
184839.01746,2464.0612328745246,-761.6309386373791,6126.310930678143,6575.527176847548,-211868.2001,-50318.0437,-12024.97994,219312.39722769623
184899.01746,2462.825477251118,-786.1941804660541,6111.751046809519,6586.176645970019,-211942.5152,-50351.11209,-12042.14953,219367.41179179028
184959.01746,2461.5907207532578,-810.6987406405501,6097.074166006672,6596.800673480647,-212016.8013,-50384.17338,-12059.31739,219422.42324764005
185019.01746,2460.356955676867,-835.1441500713281,6082.280569228377,6607.399056004216,-212091.0582,-50417.22757,-12076.48352,219477.43189029593
185079.01746,2459.1241678382985,-859.5299408011701,6067.3705396677,6617.971590656434,-212165.286,-50450.27467,-12093.64791,219532.43830498686
185139.01746,2457.892343102503,-883.8556460141658,6052.344362746551,6628.518075047828,-212239.4848,-50483.31468,-12110.81058,219587.44307659485
185199.01746,2456.661471707577,-908.1208000445858,6037.202326110268,6639.038307287585,-212313.6545,-50516.34761,-12127.97151,219642.44659632907
185259.01746,2455.4315418140977,-932.3249383858438,6021.944719622072,6649.532085987444,-212387.7951,-50549.37345,-12145.13072,219697.4493495741
185319.01746,2454.20253730541,-956.4675976993608,6006.571835357539,6659.999210265539,-212461.9068,-50582.39221,-12162.28818,219752.45201473086
185379.01746,2452.97444850706,-980.548315823478,5991.083967598991,6670.439479750259,-212535.9895,-50615.40389,-12179.44392,219807.45498364756
185439.01746,2451.747263729307,-1004.5666317822438,5975.481412829882,6680.852694584061,-212610.0432,-50648.40849,-12196.59792,219862.4587397685
185499.01746,2450.520969007421,-1028.5220857942672,5959.764469729119,6691.238655427308,-212684.068,-50681.40603,-12213.75019,219917.46387012006
185559.01746,2449.2955549799885,-1052.4142192815516,5943.933439165316,6701.597163462096,-212758.0638,-50714.39649,-12230.90072,219972.47075682768
185619.01746,2448.071005647882,-1076.2425748782098,5927.988624191081,6711.92802039604,-212832.0308,-50747.37989,-12248.04951,220027.48008150054
185679.01746,2446.847311640286,-1100.006696439266,5911.930330037179,6722.231028466077,-212905.9689,-50780.35622,-12265.19657,220082.49222974264
185739.01746,2445.624461331474,-1123.706129049358,5895.758864106716,6732.505990442253,-212979.8781,-50813.3255,-12282.3419,220137.50768984607
185799.01746,2444.4024412118615,-1147.3404190314925,5879.474535969212,6742.752709631512,-213053.7585,-50846.28772,-12299.48548,220192.52703644967
185859.01746,2443.1812398222305,-1170.909113955669,5863.077657354726,6752.970989881432,-213127.6101,-50879.24288,-12316.62733,220247.55075353946
185919.01746,2441.960843632478,-1194.4117626475704,5846.568542147863,6763.160635584,-213201.433,-50912.19099,-12333.76743,220302.57942000017
185979.01746,2440.741245537798,-1217.8479151972283,5829.947506381748,6773.321451679363,-213275.227,-50945.13205,-12350.9058,220357.61332643605
186039.01746,2439.5224299433385,-1241.217122967575,5813.2148682320185,6783.45324365954,-213348.9923,-50978.06607,-12368.04243,220412.65314789422
186099.01746,2438.30438560547,-1264.5189386030763,5796.370948010697,6793.555817572162,-213422.7289,-51010.99305,-12385.17732,220467.69936475696
186159.01746,2437.087101323983,-1287.7529160382687,5779.416068160088,6803.628980024173,-213496.4368,-51043.91299,-12402.31047,220522.75245691347
186219.01746,2435.8705659419716,-1310.9186105063454,5762.350553246563,6813.672538185555,-213570.116,-51076.82589,-12419.44188,220577.8129037496
186279.01746,2434.6547662416547,-1334.015578547604,5745.1747299544,6823.686299792988,-213643.7666,-51109.73175,-12436.57154,220632.8812794928
186339.01746,2433.4396931281135,-1357.0433780179717,5727.888927079503,6833.670073153548,-213717.3885,-51142.63059,-12453.69947,220687.95797316177
186399.01746,2432.2253335504406,-1380.0015680974911,5710.493475523088,6843.623667148388,-213790.9818,-51175.5224,-12470.82565,220743.0435544745
186459.01746,2431.0116765315224,-1402.8897092987097,5692.988708285391,6853.546891236365,-213864.5465,-51208.40718,-12487.95008,220798.13850069814
186519.01746,2429.798708868893,-1425.7073634751227,5675.374960459269,6863.439555457717,-213938.0827,-51241.28495,-12505.07278,220853.24339167782
186579.01746,2428.586421965468,-1448.4540938295463,5657.652569223788,6873.301470437678,-214011.5903,-51274.15569,-12522.19372,220908.35859955658
186639.01746,2427.3748048050447,-1471.1294649225174,5639.8218738377545,6883.132447390128,-214085.0693,-51307.01942,-12539.31293,220963.4846076998
186699.01746,2426.1638424203056,-1493.7330426805706,5621.883215633257,6892.932298121181,-214158.5199,-51339.87614,-12556.43038,221018.6220809081
186759.01746,2424.9535261177994,-1516.2643944045765,5603.836938009109,6902.700835032796,-214231.942,-51372.72585,-12573.5461,221073.77139999656
186819.01746,2423.743845248686,-1538.723088778052,5585.683386424253,6912.437871126384,-214305.3356,-51405.56855,-12590.66006,221128.93303611933
186879.01746,2422.5347870046585,-1561.108695875363,5567.422908391197,6922.143220006363,-214378.7008,-51438.40424,-12607.77228,221184.10756043755
186939.01746,2421.326340679622,-1583.420787169992,5549.055853469326,6931.816695883742,-214452.0376,-51471.23294,-12624.88275,221239.29544977928
186999.01746,2420.1184978668693,-1605.6589355427182,5530.5825732582325,6941.458113579667,-214525.3459,-51504.05464,-12641.99147,221294.4970772727
187059.01746,2418.9112438332286,-1627.8227152898369,5512.003421390949,6951.067288528988,-214598.6259,-51536.86934,-12659.09844,221349.71310662752
187119.01746,2417.7045680301276,-1649.911702131249,5493.3187535272245,6960.644036783759,-214671.8776,-51569.67705,-12676.20367,221404.9440119293
187179.01746,2416.4984621683393,-1671.9254732186132,5474.528927346698,6970.188175016781,-214745.1009,-51602.47777,-12693.30714,221460.19016515044
187239.01746,2415.292913743304,-1693.8636071434644,5455.634302542025,6979.699520525117,-214818.2959,-51635.2715,-12710.40886,221515.45213267618
187299.01746,2414.0879122862643,-1715.7256839452325,5436.635240812039,6989.1778912335685,-214891.4626,-51668.05826,-12727.50884,221570.73038915198
187359.01746,2412.883447656963,-1737.511285119303,5417.532105854804,6998.623105698172,-214964.601,-51700.83803,-12744.60706,221626.02539555237
187419.01746,2411.679507440535,-1759.219993625054,5398.325263360629,7008.03498310968,-215037.7112,-51733.61082,-12761.70353,221681.33771875722
187479.01746,2410.476083477371,-1780.8513938937972,5379.015081005114,7017.413343297009,-215110.7931,-51766.37664,-12778.79825,221736.66773162346
187539.01746,2409.273161452184,-1802.405071836752,5359.601928442081,7026.758006730694,-215183.8469,-51799.13549,-12795.89121,221792.01609144046
187599.01746,2408.0707354798733,-1823.880614852967,5340.086177296514,7036.068794526323,-215256.8724,-51831.88736,-12812.98242,221847.38306913798
187659.01746,2406.868791156143,-1845.2776118372544,5320.468201157411,7045.345528447973,-215329.8698,-51864.63228,-12830.07188,221902.76932915067
187719.01746,2405.6673206715977,-1866.5956531879951,5300.748375570685,7054.588030911604,-215402.839,-51897.37023,-12847.15959,221958.17523365142
187779.01746,2404.4663098763112,-1887.8343308150197,5280.927078031944,7063.796124988464,-215475.7802,-51930.10122,-12864.24553,222013.60143860348
187839.01746,2403.2657529669805,-1908.9932381474368,5261.004687979244,7072.969634408493,-215548.6932,-51962.82525,-12881.32973,222069.04821628248
187899.01746,2402.065637973638,-1930.0719701413689,5240.981586785878,7082.108383563671,-215621.5781,-51995.54233,-12898.41217,222124.5161248879
187959.01746,2400.865953051735,-1951.0701232877395,5220.858157753036,7091.212197511394,-215694.435,-52028.25245,-12915.49285,222180.0057184629
188019.01746,2399.666690397626,-1971.987295619981,5200.634786102487,7100.280901977821,-215767.2638,-52060.95563,-12932.57177,222235.51736557088
188079.01746,2398.467836167796,-1992.8230867217603,5180.311858969172,7109.314323361216,-215840.0647,-52093.65186,-12949.64894,222291.05171574152
188139.01746,2397.2693848034946,-2013.5770977346008,5159.889765393844,7118.312288735259,-215912.8375,-52126.34115,-12966.72435,222346.60903622364
188199.01746,2396.07132459797,-2034.2489313655328,5139.36889631559,7127.27462585236,-215985.5823,-52159.0235,-12983.798,222402.18988036297
188259.01746,2394.8736438783694,-2054.8381918947293,5118.74964456433,7136.20116314697,-216058.2992,-52191.69891,-13000.8699,222457.7948015651
188319.01746,2393.676333097838,-2075.344485183034,5098.032404853343,7145.091729738845,-216130.9882,-52224.36739,-13017.94003,222513.42425604325
188379.01746,2392.479384802672,-2095.767418679536,5077.217573771677,7153.946155436326,-216203.6492,-52257.02894,-13035.00841,222569.07860399454
188439.01746,2391.2827875802227,-2116.106601429066,5056.305549776575,7162.764270739599,-216276.2823,-52289.68355,-13052.07502,222624.7583909411
188499.01746,2390.086529791828,-2136.3616440797164,5035.2967331858135,7171.545906843943,-216348.8876,-52322.33125,-13069.13987,222680.46417454383
188559.01746,2388.8906042562526,-2156.5321588902466,5014.191526170092,7180.290895642951,-216421.465,-52354.97202,-13086.20297,222736.19630630003
188619.01746,2387.6949996023486,-2176.617759737524,4992.990332745304,7188.99906973175,-216494.0146,-52387.60587,-13103.2643,222791.95533419875
188679.01746,2386.499708630478,-2196.6180621239496,4971.693558764782,7197.670262410222,-216566.5363,-52420.2328,-13120.32387,222847.7416130758
188739.01746,2385.3047179706386,-2216.532683184759,4950.301611911578,7206.304307686169,-216639.0303,-52452.85282,-13137.38168,222903.55578709958
188799.01746,2384.110020614807,-2236.3612416953933,4928.814901690625,7214.901040278508,-216711.4965,-52485.46592,-13154.43772,222959.39820485478
188859.01746,2382.91560528101,-2256.103358078772,4907.233839420913,7223.460295620431,-216783.935,-52518.07212,-13171.492,223015.2694159264
188919.01746,2381.721465034696,-2275.7586544125998,4885.558838227584,7231.981909862561,-216856.3457,-52550.67141,-13188.54452,223071.1697679219
188979.01746,2380.5275887877606,-2295.326754436546,4863.790313034073,7240.465719876073,-216928.7287,-52583.2638,-13205.59527,223127.0998041103
189039.01746,2379.3339675735715,-2314.807283559476,4841.9286805541415,7248.911563255829,-217001.084,-52615.84929,-13222.64426,223183.05996985134
189099.01746,2378.140592458129,-2334.199868866646,4819.974359283872,7257.319278323492,-217073.4116,-52648.42789,-13239.69148,223239.05071026628
189159.01746,2376.9474526336053,-2353.504139126788,4797.92776949371,7265.688704130603,-217145.7116,-52680.99958,-13256.73694,223295.0725597904
189219.01746,2375.7545391582285,-2372.7197247992467,4775.789333220391,7274.0196804616735,-217217.984,-52713.56439,-13273.78063,223351.12596670073
189279.01746,2374.56184536401,-2391.846258041079,4753.55947425884,7282.312047837262,-217290.2287,-52746.12231,-13290.82256,223407.21127361504
189339.01746,2373.369358499714,-2410.883372714036,4731.238618154106,7290.565647517005,-217362.4459,-52778.67334,-13307.86271,223463.32911051897
189399.01746,2372.1770718674793,-2429.830704391618,4708.827192193183,7298.780321502671,-217434.6355,-52811.21749,-13324.9011,223519.47982405205
189459.01746,2370.984974825871,-2448.687890366028,4686.325625396848,7306.955912541176,-217506.7976,-52843.75476,-13341.93773,223575.66394778335
189519.01746,2369.793060905157,-2467.4545696551418,4663.734348511411,7315.092264127612,-217578.9321,-52876.28515,-13358.97258,223631.8818200042
189579.01746,2368.601319471495,-2486.1303830093843,4641.053794000528,7323.189220508218,-217651.0391,-52908.80867,-13376.00567,223688.1339765959
189639.01746,2367.40974216954,-2504.714972918616,4618.284396036889,7331.246626683371,-217723.1186,-52941.32531,-13393.03698,223744.42084733833
189699.01746,2366.218320451488,-2523.207983619012,4595.426590493885,7339.264328410571,-217795.1706,-52973.83509,-13410.06653,223800.74287235402
189759.01746,2365.027044063046,-2541.609061099814,4572.480814937313,7347.242172207363,-217867.1952,-53006.33799,-13427.09431,223857.10057380062
189819.01746,2363.8359045646866,-2559.9178531101475,4549.447508616969,7355.180005354296,-217939.1924,-53038.83404,-13444.12031,223913.4943894084
189879.01746,2362.644893725244,-2578.134009165748,4526.327112458253,7363.077675897839,-218011.1622,-53071.32323,-13461.14455,223969.9247482984
189939.01746,2361.4540054693134,-2596.257180555696,4503.120069053694,7370.935032653298,-218083.1045,-53103.80555,-13478.16701,224026.3919785739
189999.01746,2360.263227464692,-2614.2870203490525,4479.826822654536,7378.751925207696,-218155.0195,-53136.28102,-13495.1877,224082.89670628068
190059.01746,2359.0725516191687,-2632.223183401519,4456.4478191621965,7386.52820392266,-218226.9072,-53168.74964,-13512.20662,224139.43935788056
190119.01746,2357.8819719135618,-2650.0653263620675,4432.983506119712,7394.263719937296,-218298.7675,-53201.21141,-13529.22377,224196.0202625043
190179.01746,2356.691478294959,-2667.813107679472,4409.434332703223,7401.958325171015,-218370.6005,-53233.66634,-13546.23914,224252.63994214163
190239.01746,2355.501060835511,-2685.466187608872,4385.80074971334,7409.611872326392,-218442.4063,-53266.11442,-13563.25274,224309.29891434446
190299.01746,2354.310715631167,-2703.024228218263,4362.083209566527,7417.224214891961,-218514.1847,-53298.55566,-13580.26457,224365.99741113928
190359.01746,2353.120430821199,-2720.486893394998,4338.282166286412,7424.795207145053,-218585.9359,-53330.99006,-13597.27462,224422.7360446131
190419.01746,2351.930198599474,-2737.853848852173,4314.398075495143,7432.324704154547,-218657.6599,-53363.41762,-13614.2829,224479.51523515917
190479.01746,2350.7400132096477,-2755.12476213505,4290.431394404646,7439.812561783672,-218729.3566,-53395.83835,-13631.2894,224536.3353064798
190539.01746,2349.549862917082,-2772.299302627443,4266.382581807837,7447.258636692761,-218801.0262,-53428.25225,-13648.29413,224593.19686893356
190599.01746,2348.3597420684305,-2789.3771415580063,4242.252098069903,7454.662786341983,-218872.6686,-53460.65933,-13665.29708,224650.1002437915
190659.01746,2347.1696431868822,-2806.35795200655,4218.040405119445,7462.024868994087,-218944.2838,-53493.05957,-13682.29825,224707.04584051517
190719.01746,2345.9795545426437,-2823.2414089102926,4193.74796643966,7469.344743717101,-219015.872,-53525.453,-13699.29765,224764.03427348583
190779.01746,2344.7894747549267,-2840.0271890701056,4169.375247059424,7476.622270387046,-219087.4329,-53557.83961,-13716.29527,224821.06566274937
190839.01746,2343.599390373052,-2856.7149711566594,4144.922713544454,7483.857309690606,-219158.9668,-53590.2194,-13733.29111,224878.14070772356
190899.01746,2342.4092939721695,-2873.3044357165995,4120.390833988347,7491.049723127791,-219230.4737,-53622.59238,-13750.28517,224935.25982056867
190959.01746,2341.2191822159957,-2889.795265178676,4095.780078003581,7498.199373014611,-219301.9534,-53654.95855,-13767.27746,224992.423218175
191019.01746,2340.0290418649124,-2906.187143859787,4071.0909167125983,7505.306122485685,-219373.4062,-53687.31791,-13784.26796,225049.63159424704
191079.01746,2338.8388696637135,-2922.479757971046,4046.323822738735,7512.369835496874,-219444.8319,-53719.67046,-13801.25669,225106.88516404503
191139.01746,2337.6486564104516,-2938.672795623777,4021.479270197199,7519.390376827883,-219516.2306,-53752.01621,-13818.24364,225164.1844298164
191199.01746,2336.4583930140334,-2954.765946835512,3996.557734685957,7526.367612084858,-219587.6024,-53784.35516,-13835.2288,225221.52988992768
191259.01746,2335.2680743701235,-2970.758903535883,3971.559693276683,7533.301407702942,-219658.9472,-53816.68731,-13852.21219,225278.9218518971
191319.01746,2334.0776934330916,-2986.6513595725405,3946.4856245056026,7540.191630948842,-219730.265,-53849.01267,-13869.1938,225336.36071782117
191379.01746,2332.8872412710143,-3002.4430107170306,3921.336008364296,7547.038149923376,-219801.5559,-53881.33124,-13886.17362,225393.84698207618
191439.01746,2331.6967089702207,-3018.13355467059,3896.111326290575,7553.840833563983,-219872.82,-53913.64302,-13903.15166,225451.38113959174
191499.01746,2330.5060936588143,-3033.722691069936,3870.812061159233,7560.599551647239,-219944.0571,-53945.94801,-13920.12792,225508.96339443148
191559.01746,2329.315384505286,-3049.210121493054,3845.4386972727752,7567.314174791358,-220015.2674,-53978.24622,-13937.1024,225566.59433660508
191619.01746,2328.1245767502483,-3064.5955494648565,3819.991720352205,7573.984574458654,-220086.4508,-54010.53765,-13954.0751,225624.2742636227
191679.01746,2326.9336617328017,-3079.878680462891,3794.471617527684,7580.610622958012,-220157.6074,-54042.8223,-13971.04601,225682.00366303104
191739.01746,2325.7426327927024,-3095.0592219229634,3768.878877329231,7587.192193447323,-220228.7372,-54075.10017,-13988.01514,225739.78292670602
191799.01746,2324.551481327793,-3110.1368832447693,3743.213989677328,7593.729159935932,-220299.8403,-54107.37127,-14004.98248,225797.61254196294
191859.01746,2323.360204744408,-3125.1113757974103,3717.477445873603,7600.221397287025,-220370.9165,-54139.6356,-14021.94804,225855.49270549242
191919.01746,2322.168792546234,-3139.982412924943,3691.669738591393,7606.668781220032,-220441.966,-54171.89317,-14038.91182,225913.42399892455
191979.01746,2320.9772384306625,-3154.7497099518846,3665.7913618662833,7613.071188313023,-220512.9888,-54204.14396,-14055.87381,225971.4068014434
192039.01746,2319.785535864602,-3169.4129841886274,3639.842811086711,7619.428496005049,-220583.9849,-54236.388,-14072.83401,226029.44150455963
192099.01746,2318.593678558006,-3183.9719549368697,3613.824582984442,7625.740582598495,-220654.9543,-54268.62528,-14089.79243,226087.5284890543
192159.01746,2317.4016602599836,-3198.426343494982,3587.737175625082,7632.007327261414,-220725.897,-54300.8558,-14106.74906,226145.66813489696
192219.01746,2316.2094746999214,-3212.7758731633626,3561.5810883985,7638.22861002984,-220796.813,-54333.07957,-14123.7039,226203.8608241133
192279.01746,2315.0171118081403,-3227.020269249703,3535.3568220093307,7644.404311810076,-220867.7025,-54365.29658,-14140.65696,226262.10712548083
192339.01746,2313.824569329146,-3241.159259074259,3509.0648784673613,7650.534314380981,-220938.5653,-54397.50685,-14157.60823,226320.40722729327
192399.01746,2312.6318392697426,-3255.192571975091,3482.7057610778857,7656.618500396237,-221009.4015,-54429.71037,-14174.55772,226378.76159917266
192459.01746,2311.438915613594,-3269.1199393132097,3456.2799744321355,7662.656753386585,-221080.2111,-54461.90715,-14191.50541,226437.1706152798
192519.01746,2310.2457904083235,-3282.941094477741,3429.788024397577,7668.648957762057,-221150.9942,-54494.09719,-14208.45132,226495.63474575977
192579.01746,2309.052459760572,-3296.655772891025,3403.230418108252,7674.594998814195,-221221.7507,-54526.28049,-14225.39543,226554.1542630023
192639.01746,2307.8589158263608,-3310.263712013691,3376.607663955021,7680.494762718245,-221292.4807,-54558.45705,-14242.33776,226612.7296341202
192699.01746,2306.6651527854265,-3323.764651349656,3349.9202715759025,7686.348136535332,-221363.1842,-54590.62688,-14259.2783,226671.3612281629
192759.01746,2305.4711629463673,-3337.1583324511344,3323.168751846278,7692.155008214619,-221433.8613,-54622.78998,-14276.21705,226730.04950724158
192819.01746,2304.2769445088243,-3350.4444989235917,3296.3536168690853,7697.915266595468,-221504.5118,-54654.94636,-14293.154,226788.79464492915
192879.01746,2303.0824879450784,-3363.622896430624,3269.475379965077,7703.628801409548,-221575.1359,-54687.09601,-14310.08917,226847.59719580854
192939.01746,2301.8877876511724,-3376.6932726988503,3242.5345556629527,7709.295503282957,-221645.7336,-54719.23894,-14327.02255,226906.45752271794
192999.01746,2300.69283812801,-3389.655377522727,3215.531659689529,7714.915263738312,-221716.3049,-54751.37515,-14343.95413,226965.37598436433
193059.01746,2299.4976338902484,-3402.5089627693646,3188.4672089598257,7720.487975196835,-221786.8498,-54783.50464,-14360.88392,227024.35293981634
193119.01746,2298.3021694734057,-3415.2537823832376,3161.3417215672343,7726.013530980394,-221857.3683,-54815.62742,-14377.81192,227083.3887481364
193179.01746,2297.1064395696744,-3427.88959239092,3134.155716773568,7731.49182531356,-221927.8604,-54847.74348,-14394.73813,227142.4837616826
193239.01746,2295.9104368252056,-3440.4161509057644,3106.9097149990885,7736.922753325633,-221998.3262,-54879.85284,-14411.66255,227201.6384350617
193299.01746,2294.714156062652,-3452.8332181325018,3079.6042378126103,7742.306211052635,-222068.7657,-54911.95549,-14428.58517,227260.8531164383
193359.01746,2293.5175920152774,-3465.1405563718595,3052.23980792147,7747.642095439312,-222139.1789,-54944.05144,-14445.506,227320.12815940956
193419.01746,2292.320737620965,-3477.3379300250904,3024.8169491615463,7752.930304341107,-222209.5659,-54976.14069,-14462.42503,227379.46400763618
193479.01746,2291.1235916518085,-3489.425105598512,2997.3361864871827,7758.170736526112,-222279.9265,-55008.22324,-14479.34227,227438.8608165033
193539.01746,2289.92614514295,-3501.4018517079435,2969.79804596121,7763.363291677004,-222350.2609,-55040.2991,-14496.25772,227498.31912611253
193599.01746,2288.7283931876577,-3513.267939083148,2942.2030547448394,7768.507870392963,-222420.5691,-55072.36826,-14513.17137,227557.83927643916
193659.01746,2287.5303308099783,-3525.023140572237,2914.5517410875373,7773.604374191593,-222490.8511,-55104.43073,-14530.08322,227617.42161187346
193719.01746,2286.331953119122,-3536.667231145996,2886.8446343169835,7778.652705510782,-222561.1069,-55136.48651,-14546.99328,227677.0664735667
193779.01746,2285.133255265798,-3548.199987902192,2859.0822648289,7783.65276771058,-222631.3365,-55168.53561,-14563.90154,227736.77420158064
193839.01746,2283.934230536944,-3559.6211900698686,2831.2651640768686,7788.604465075061,-222701.54,-55200.57803,-14580.80801,227796.54522990462
193899.01746,2282.7348762244465,-3570.93061901354,2803.393864562221,7793.507702814139,-222771.7173,-55232.61376,-14597.71268,227856.37979392483
193959.01746,2281.5351837165435,-3582.1280582373934,2775.468899823803,7798.362387065383,-222841.8686,-55264.64282,-14614.61555,227916.27842455232
194019.01746,2280.335152247744,-3593.213293389423,2747.4908044277818,7803.168424895823,-222911.9937,-55296.66521,-14631.51663,227976.24126207246
194079.01746,2279.134775415008,-3604.186112265555,2719.4601139573674,7807.92572430373,-222982.0927,-55328.68092,-14648.41591,228036.26872914648
194139.01746,2277.9340467532716,-3615.04630481368,2691.3773650026296,7812.634194220365,-223052.1657,-55360.68996,-14665.31339,228096.3612527891
194199.01746,2276.7329636971926,-3625.793663137692,2663.2430951501906,7817.293744511731,-223122.2126,-55392.69234,-14682.20907,228156.51906587533
194259.01746,2275.531518074976,-3636.42798150147,2635.0578429729003,7821.904285980299,-223192.2336,-55424.68805,-14699.10295,228216.7426830634
194319.01746,2274.3297093270926,-3646.9490563328086,2606.822148019596,7826.465730366714,-223262.2285,-55456.6771,-14715.99504,228277.03223852444
194379.01746,2273.1275312988837,-3657.356686227312,2578.536550804724,7830.977990351479,-223332.1974,-55488.65949,-14732.88532,228337.38814778204
194439.01746,2271.924979679902,-3667.650671952259,2550.201592798022,7835.4409795566335,-223402.1403,-55520.63523,-14749.77381,228397.81073488656
194499.01746,2270.722048480636,-3677.8308164504174,2521.8178164141027,7839.8546125474095,-223472.0573,-55552.60431,-14766.66049,228458.3004092881
194559.01746,2269.518733502231,-3687.896924843809,2493.38576500214,7844.218804833858,-223541.9484,-55584.56674,-14783.54538,228518.85749149535
194619.01746,2268.315032638081,-3697.848804437433,2464.905982835436,7848.533472872467,-223611.8135,-55616.52252,-14800.42846,228579.48219752318
194679.01746,2267.1109399542543,-3707.686264722981,2436.379015100965,7852.798534067777,-223681.6527,-55648.47165,-14817.30974,228640.17493698132
194739.01746,2265.906449525844,-3717.4091173824586,2407.805407889006,7857.013906773938,-223751.4661,-55680.41414,-14834.18923,228700.9361202264
194799.01746,2264.70155940693,-3727.0171762917967,2379.1857081826447,7861.17951029629,-223821.2536,-55712.34999,-14851.06691,228761.765957873
194859.01746,2263.4962657562783,-3736.510257524418,2350.520463847324,7865.295264892895,-223891.0152,-55744.2792,-14867.94278,228822.6647569135
194919.01746,2262.2905627947425,-3745.888179354769,2321.810223620309,7869.361091776083,-223960.751,-55776.20178,-14884.81686,228883.6329232597
194979.01746,2261.084446882134,-3755.1507622617696,2293.0555371002583,7873.376913113936,-224030.461,-55808.11772,-14901.68913,228944.6707557344
195039.01746,2259.877914222416,-3764.297828932273,2264.2569547366584,7877.342652031793,-224100.1452,-55840.02704,-14918.5596,229005.77856192112
195099.01746,2258.6709593956775,-3773.329204264463,2235.415027819259,7881.258232613722,-224169.8037,-55871.92972,-14935.42827,229066.9567326328
195159.01746,2257.4635806330894,-3782.244715371181,2206.530308467588,7885.123579903966,-224239.4364,-55903.82578,-14952.29514,229128.20547455503
195219.01746,2256.2557744886008,-3791.044191583265,2177.6033496203336,7888.93861990838,-224309.0433,-55935.71521,-14969.1602,229189.5250801229
195279.01746,2255.0475355072326,-3799.727464452787,2148.6347050247846,7892.703279595849,-224378.6245,-55967.59803,-14986.02345,229250.91594472993
195339.01746,2253.838860345312,-3808.294367756316,2119.6249292261828,7896.417486899692,-224448.18,-55999.47422,-15002.88491,229312.37835754053
195399.01746,2252.629745561379,-3816.744737498059,2090.5745775571786,7900.081170719028,-224517.7098,-56031.34381,-15019.74455,229373.9126135265
195459.01746,2251.420186079825,-3825.0784119130217,2061.484206127163,7903.694260920146,-224587.214,-56063.20677,-15036.60239,229435.51909178187
195519.01746,2250.210180398805,-3833.295231470113,2032.354371811588,7907.2566883378495,-224656.6925,-56095.06313,-15053.45843,229497.19799028125
195579.01746,2248.9997235116907,-3841.395038875176,2003.1856322413776,7910.768384776774,-224726.1454,-56126.91288,-15070.31266,229558.9496864061
195639.01746,2247.788814100448,-3849.377679074019,1973.9785457922048,7914.229283012695,-224795.5726,-56158.75603,-15087.16509,229620.77437026074
195699.01746,2246.5774453856025,-3857.242999255369,1944.7336715738263,7917.639316793817,-224864.9743,-56190.59257,-15104.01571,229682.67251163957
195759.01746,2245.365618057711,-3864.9908488538144,1915.4515694193344,7920.998420842041,-224934.3503,-56222.42251,-15120.86452,229744.6441995962
195819.01746,2244.153325331362,-3872.62107955267,1886.132799874508,7924.30653085421,-225003.7008,-56254.24586,-15137.71152,229806.6899061521
195879.01746,2242.9405643213654,-3880.1335452868193,1856.777924187047,7927.563583503346,-225073.0258,-56286.06261,-15154.55672,229868.80990489872
195939.01746,2241.7273340617794,-3887.528102245525,1827.3875042957948,7930.769516439859,-225142.3252,-56317.87276,-15171.40011,229931.00437178975
195999.01746,2240.513629746374,-3894.804608875163,1797.9621028200525,7933.924268292741,-225211.5991,-56349.67633,-15188.2417,229993.2736803536
196059.01746,2239.2994468349,-3901.962925881942,1768.5022830487706,7937.027778670738,-225280.8476,-56381.47331,-15205.08147,230055.61819157135
196119.01746,2238.08478633392,-3909.002916234573,1739.0086089297306,7940.079988163514,-225350.0705,-56413.2637,-15221.91944,230118.03798233622
196179.01746,2236.8696418195195,-3915.9244451668833,1709.481645058824,7943.080838342781,-225419.268,-56445.04751,-15238.7556,230180.53351200465
196239.01746,2235.6540125196966,-3922.7273801804017,1679.9219566691922,7946.030271763416,-225488.44,-56476.82475,-15255.58995,230243.10495028316
196299.01746,2234.4378941221785,-3929.411591046894,1650.330109620434,7948.928231964568,-225557.5866,-56508.5954,-15272.42249,230305.75264978773
196359.01746,2233.221284043138,-3935.9769498108594,1620.7066703877226,7951.774663470738,-225626.7078,-56540.35948,-15289.25322,230368.4768750296
196419.01746,2232.0041798498596,-3942.423330791976,1591.0522060510357,7954.569511792833,-225695.8036,-56572.11699,-15306.08214,230431.27788348202
