Time (min),Available Satellite,Link Budget (kbps),Satellite X,Satellite Y,Satellite Z
3549.178301,WPSA,235.21255338239172,-243726.2656,-65034.16874,-19848.25876
3550.178301,WPSA,235.06281705226408,-243788.9631,-65064.20571,-19864.58232
3551.178301,WPSA,234.91307440132573,-243851.6392,-65094.23671,-19880.90403
3552.178301,WPSA,234.7633260634404,-243914.2939,-65124.26174,-19897.22389
3553.178301,WPSA,234.6135724935142,-243976.9273,-65154.28081,-19913.54188
3554.178301,WPSA,234.4638143253753,-244039.5394,-65184.29392,-19929.85802
3555.178301,WPSA,234.31405238319834,-244102.1301,-65214.30106,-19946.17231
3556.178301,WPSA,234.16428694329133,-244164.6996,-65244.30225,-19962.48473
3557.178301,WPSA,234.01451900892587,-244227.2477,-65274.29748,-19978.7953
3558.178301,WPSA,233.8647488608936,-244289.7746,-65304.28676,-19995.10402
3559.178301,WPSA,233.7149773319138,-244352.2802,-65334.27008,-20011.41088
3560.178301,WPSA,233.56520488182971,-244414.7646,-65364.24746,-20027.71588
3561.178301,WPSA,233.41543234865932,-244477.2277,-65394.21888,-20044.01902
3562.178301,WPSA,233.26566019574167,-244539.6696,-65424.18436,-20060.3203
3563.178301,WPSA,233.11588907869776,-244602.0903,-65454.14389,-20076.61973
3564.178301,WPSA,232.96611982614252,-244664.4897,-65484.09748,-20092.91731
3565.178301,WPSA,232.81635274123755,-244726.868,-65514.04513,-20109.21302
3566.178301,WPSA,232.6665886605936,-244789.2251,-65543.98683,-20125.50688
3567.178301,WPSA,232.51682823632277,-244851.561,-65573.9226,-20141.79888
3568.178301,WPSA,232.3670719510997,-244913.8758,-65603.85244,-20158.08902
3569.178301,WPSA,232.2173206472681,-244976.1694,-65633.77634,-20174.37731
3570.178301,WPSA,232.06757481013992,-245038.4419,-65663.69431,-20190.66373
3571.178301,WPSA,231.9178351006708,-245100.6933,-65693.60635,-20206.9483
3572.178301,WPSA,231.76810236222727,-245162.9235,-65723.51246,-20223.23102
3573.178301,WPSA,231.618376912071,-245225.1327,-65753.41264,-20239.51187
3574.178301,WPSA,231.46865958779745,-245287.3208,-65783.3069,-20255.79087
3575.178301,WPSA,231.3189510658799,-245349.4878,-65813.19523,-20272.06801
3576.178301,WPSA,231.16925200870133,-245411.6337,-65843.07765,-20288.34329
3577.178301,WPSA,231.01956291685948,-245473.7586,-65872.95415,-20304.61671
3578.178301,WPSA,230.86988446440787,-245535.8625,-65902.82473,-20320.88827
3579.178301,WPSA,230.72021732452208,-245597.9454,-65932.68939,-20337.15798
3580.178301,WPSA,230.57056234678862,-245660.0072,-65962.54814,-20353.42583
3581.178301,WPSA,230.4209200324996,-245722.048,-65992.40098,-20369.69182
3582.178301,WPSA,230.27129088466228,-245784.0679,-66022.24791,-20385.95595
3583.178301,WPSA,230.12167593362003,-245846.0667,-66052.08893,-20402.21822
3584.178301,WPSA,229.97207550479663,-245908.0446,-66081.92405,-20418.47863
3585.178301,WPSA,229.82249028247026,-245970.0016,-66111.75326,-20434.73719
3586.178301,WPSA,229.67292112377532,-246031.9376,-66141.57657,-20450.99388
3587.178301,WPSA,229.5233685334408,-246093.8527,-66171.39398,-20467.24872
3588.178301,WPSA,229.37383337247093,-246155.7468,-66201.20549,-20483.5017
3589.178301,WPSA,229.22431597746555,-246217.6201,-66231.0111,-20499.75282
3590.178301,WPSA,229.07481720496853,-246279.4725,-66260.81082,-20516.00208
