Time (min),Link Budget (kbps),Line Of Sight (1/0),Antenna X,Antenna Y,Antenna Z,Satellite X,Satellite Y,Satellite Z,Slant Distance (km)
0.0,0.0,0,4842.606552,-360.2162753,3140.237104,3689.773564,4222.72217,3028.891599,4727.023007466062
8.236480545,0.0,0,4852.611314997775,-244.90968097929343,3135.899508198697,2319.817224,4865.712767,3698.167005,5731.461633051583
9.236480545,0.0,0,4853.56629244228,-230.8855432205576,3135.485474787356,1865.808701,4981.749611,3862.256016,6051.979518786517
10.23648055,0.0,0,4854.464964804512,-216.85698556165485,3135.095852617793,1402.384261,5072.667625,4006.812686,6376.1918124315225
11.23648055,0.0,0,4855.307314872246,-202.82427669082435,3134.7306491524187,932.0104707,5138.4804,4131.480818,6701.888142593016
12.23648055,0.0,0,4856.093326525052,-188.7876851653542,3134.3898713802964,457.1066771,5179.368385,4236.050692,7027.22133557507
13.23648055,0.0,0,4856.822984716352,-174.74747968699026,3134.073525824918,-19.97676063,5195.6658,4320.451362,7350.646700870345
14.23648055,0.0,0,4857.496275478334,-160.70392902665978,3133.781618542069,-496.9769412,5187.846254,4384.741366,7670.871709150149
15.23648055,0.0,0,4858.113185922229,-146.65730201932678,3133.514155119716,-971.7335203,5156.50757,4429.098291,7986.814667376137
16.23648055,0.0,0,4858.673704238551,-132.60786755884575,3133.2711406778963,-1442.200491,5102.356322,4453.807591,8297.570861813467
17.23648055,0.0,0,4859.177819697329,-118.5558945928138,3133.052579868625,-1906.454806,5026.192483,4459.251039,8602.38473027372
18.23648055,0.0,0,4859.625522648306,-104.50165211742294,3132.8584768757983,-2362.702095,4928.894567,4445.895151,8900.626889318875
19.23648055,0.0,0,4860.016804521127,-90.4454091723099,3132.688835415121,-2809.27978,4811.405518,4414.27986,9191.775028135968
20.23648055,0.0,0,4860.351657825504,-76.38743483540651,3132.54365873403,-3244.657942,4674.719569,4365.00765,9475.397926468559
21.23648055,0.0,0,4860.630076151357,-62.32799821778843,3132.422949611636,-3667.438274,4519.870184,4298.733329,9751.141977586129
22.23648055,0.0,0,4860.852054168938,-48.26736845852378,3132.326710358666,-4076.35148,4347.919174,4216.154538,10018.719772866436
23.23648055,0.0,0,4861.017587628934,-34.20581471952096,3132.2549428174243,-4470.253434,4159.946995,4118.003068,10277.900371022819
24.23648055,0.0,0,4861.126673362547,-20.14360618037591,3132.207648361753,-4848.120379,3957.044221,4005.037018,10528.500959062769
25.23648055,0.0,0,4861.179309281553,-6.081012033219452,3132.1848278970074,-5209.043443,3740.304141,3878.033793,10770.379690344347
26.23648055,0.0,0,4861.175494378347,7.98169852243592,3132.186481860038,-5552.222675,3510.816431,3737.783925,11003.429504486368
27.23648055,0.0,0,4861.115228725957,22.044256284849094,3132.2126102191837,-5876.960802,3269.661807,3585.085678,11227.572783682393
28.23648055,0.0,0,4860.9985134780445,36.10639205520437,3132.2632124742704,-6182.656865,3017.907591,3420.740395,11442.756730502211
29.23648055,0.0,0,4860.825350868884,50.1678366427638,3132.338287656621,-6468.799851,2756.604091,3245.548528,11648.949350574085
30.23648055,0.0,0,4860.595744213319,64.22832087002064,3132.4378343290764,-6734.962443,2486.781712,3060.3063,11846.13597609659
31.23648055,0.0,0,4860.309697906696,78.28757557785292,3132.56185058602,-6980.794954,2209.448722,2865.802933,12034.316246864106
32.23648055,0.0,0,4859.967217424785,92.34533163067448,3132.710334053413,-7206.019509,1925.589567,2662.818384,12213.501486203657
33.23648055,0.0,0,4859.568309323674,106.40131992158824,3132.883281888846,-7410.424523,1636.163691,2452.121533,12383.712431092383
34.23648055,0.0,0,4859.112981239639,120.45527137753749,3133.080690781587,-7593.859503,1342.104762,2234.468776,12544.977263612522
35.23648055,0.0,0,4858.601241889002,134.50691696445602,3133.302556952648,-7756.230186,1044.320257,2010.602951,12697.32990328947
36.23648055,0.0,0,4858.033101067963,148.5559876924193,3133.548876154855,-7897.494034,743.6913444,1781.25258,12840.808536025008
37.23648055,0.0,0,4857.408569652413,162.6022146207926,3133.819643672934,-8017.65607,441.0730108,1547.131351,12975.454334922457
38.23648055,0.0,0,4856.727659597723,176.64532886338054,3134.1148543235954,-8116.765072,137.2943871,1308.937834,13101.310366102847
39.23648055,0.0,0,4855.99038393852,190.68506159357355,3134.434502455638,-8194.910096,-166.8407631,1067.355371,13218.420638952357
40.23648055,0.0,0,4855.196756788434,204.7211440494936,3134.7785819500523,-8252.217328,-470.5534292,823.0521261,13326.82929079774
41.23648055,0.0,0,4854.346793339828,218.75330753914045,3135.147086220144,-8288.847247,-773.088643,576.6812584,13426.579885771247
42.23648055,0.0,0,4853.440509863508,232.78128344553392,3135.540008211654,-8304.992087,-1073.714697,328.8811994,13517.714815093585
43.23648055,0.0,0,4852.477923708413,246.8048032318568,3135.957340402897,-8300.87358,-1371.722312,80.27601373,13600.27478299709
44.23648055,0.0,0,4851.459053301279,260.82359844659504,3136.399074804906,-8276.740968,-1666.42378,-168.5241763,13674.298371496727
45.23648055,0.0,0,4850.383918146289,274.83740072867687,3136.86520296158,-8232.869254,-1957.152085,-416.9227173,13739.821658707087
46.23648055,0.0,0,4849.252538824701,288.84594181260985,3137.355715949853,-8169.557709,-2243.260027,-664.3359157,13796.877913800587
47.23648055,0.0,0,4848.06493699445,302.8489535336166,3137.87060437986,-8087.128576,-2524.119362,-910.1925063,13845.497319478696
48.63913203,0.0,0,4846.304451935637,322.4804691497601,3138.6338680974573,-7939.798306,-2908.441304,-1251.694232,13899.577693844078
49.63913203,0.0,0,4844.981861998208,336.46910020928334,3139.2072810369464,-7812.08519,-3176.120857,-1493.237622,13928.358853287027
50.63913203,0.0,0,4843.60313130546,350.4512902582217,3139.805033973754,-7666.514452,-3436.54064,-1731.362087,13948.928953451054
51.63913203,0.0,0,4842.168286250366,364.4267716362344,3140.427115465128,-7503.504192,-3689.143523,-1965.541578,13961.302853689258
52.63913203,0.0,0,4840.67735430009,378.3952768114042,3141.0735136025933,-7323.493029,-3933.388136,-2195.260178,13965.49227850861
53.63913203,0.0,0,4839.130363995465,392.3565383853589,3141.744216012185,-7126.939801,-4168.748373,-2420.011724,13961.50573335552
54.63913203,0.0,0,4837.527344950447,406.3102890983901,3142.43920985468,-6914.323412,-4394.712944,-2639.299462,13949.348456756223
55.63913203,0.0,0,4835.868327851545,420.25626183456967,3143.158481825849,-6686.142798,-4610.784984,-2852.635728,13929.022385225628
56.63913203,0.0,0,4834.153344457239,434.19418962686274,3143.9020181567043,-6442.917013,-4816.481736,-3059.541662,13900.526141692424
57.63913203,0.0,0,4832.382427597368,448.1238056622384,3144.669804613769,-6185.185435,-5011.334287,-3259.546969,13863.855046700017
58.63913203,0.0,0,4830.555611172501,462.0448432867769,3145.461826499347,-5913.508075,-5194.887393,-3452.189722,13819.001149644895
59.63913203,0.0,0,4828.67293015329,475.9570360107752,3146.278068651804,-5628.465986,-5366.699371,-3637.016213,13765.9532729703
60.63913203,0.0,0,4826.734420579801,489.8601175138477,3147.1185154458576,-5330.661775,-5526.34209,-3813.580871,13704.697093483725
61.63913203,0.0,0,4824.740119560821,503.753821650024,3147.98315079288,-5020.720203,-5673.401036,-3981.446231,13635.215231468857
62.63913203,0.0,0,4822.690065273153,517.637882452844,3148.8719581412006,-4699.288868,-5807.475493,-4140.182983,13557.4873760961
63.63913203,0.0,0,4820.584296960881,531.5120341404502,3149.784920476427,-4367.038972,-5928.178812,-4289.370084,13471.490427591478
64.63913203,0.0,0,4818.422854934616,545.3760111206743,3150.722020321767,-4024.666155,-6035.138804,-4428.594965,13377.198676615226
65.63913203,0.0,0,4816.205780570735,559.2295479961218,3151.683239738368,-3672.891406,-6127.998246,-4557.453823,13274.584018489008
66.63913203,0.0,0,4813.933116310573,573.0723795692527,3152.6685603256565,-3312.462019,-6206.415516,-4675.552006,13163.616192232792
67.63913203,0.0,0,4811.604905659628,586.9042408474584,3153.6779632216903,-2944.152611,-6270.065373,-4782.504519,13044.26308127723
68.63913203,0.0,0,4809.221193186715,600.7248670481334,3154.7114291035227,-2568.766175,-6318.639872,-4877.936632,12916.491043261538
69.63913203,0.0,0,4806.782024523119,614.5339936037453,3155.76893818757,-2187.135157,-6351.849445,-4961.484629,12780.265303571601
70.63913203,0.0,0,4804.287446361718,628.3313561668986,3156.8504702299897,-1800.122557,-6369.424154,-5032.796685,12635.550411428154
71.63913203,0.0,0,4801.737506456095,642.1166906153951,3157.956004527071,-1408.623024,-6371.115113,-5091.533901,12482.310761669187
72.63913203,0.0,0,4799.132253619615,655.8897330572904,3159.085519915628,-1013.563928,-6356.696112,-5137.371501,12320.511200190247
73.63913203,0.0,0,4796.471737724501,669.6502198359456,3160.238994773404,-615.9063979,-6325.96544,-5170.000201,12150.117719673648
74.63913203,0.0,0,4793.75600970087,683.3978875350738,3161.416407019491,-216.6462854,-6278.747928,-5189.127775,11971.098264210521
75.63913203,0.0,0,4790.985121535763,697.1324729837827,3162.617734114748,183.1849617,-6214.897211,-5194.480816,11783.423646868743
76.63913203,0.0,0,4788.1591262721495,710.8537132616141,3163.8429530622307,582.5195612,-6134.298238,-5185.806727,11587.06861837472
77.63913203,0.0,0,4785.27807800791,724.5613457035745,3165.092040407638,980.2528268,-6036.87002,-5162.875933,11382.013083877266
78.63913203,0.0,0,4782.342031894803,738.2551079051652,3166.3649722397536,1375.242814,-5922.568637,-5125.484337,11168.243505959726
79.63913203,0.0,0,4779.351044137407,751.9347377274044,3167.6617241909107,1766.310234,-5791.390497,-5073.456042,10945.754523430598
80.63913203,0.0,0,4776.305171992046,765.5999733018459,3168.982271437453,2152.23869,-5643.375866,-5006.646323,10714.55081302302
81.63913203,0.0,0,4773.204473765693,779.250553035592,3170.326588700214,2531.775311,-5478.612637,-4924.944882,10474.649234281393
82.63913203,0.0,0,4770.049008814855,792.8862156163004,3171.6946502449964,2903.631839,-5297.240354,-4828.279368,10226.081310957834
83.63913203,0.0,0,4766.838837544431,806.5067000171875,3173.0864298830693,3266.486266,-5099.454462,-4716.619167,9968.896101960509
84.63913203,0.0,0,4763.574021406567,820.1117455020253,3174.5019009716675,3618.985099,-4885.510752,-4589.97946,9703.163540318874
85.63913203,0.0,0,4760.254622899468,833.7010916301315,3175.941036414501,3959.746345,-4655.729972,-4448.425512,9428.978320577211
86.63913203,0.0,0,4756.880705566208,847.2744782613555,3177.403808662273,4287.363317,-4410.502549,-4292.077183,9146.46446072838
87.63913203,0.0,0,4753.452333993512,860.8316455610596,3178.8901897132127,4600.40936,-4150.293355,-4121.113606,8855.780673693549
88.63913203,0.0,0,4749.969573810521,874.3723340050908,3180.4001511136025,4897.443603,-3875.646439,-3935.77799,8557.126753136781
89.63913203,0.0,0,4746.432491687531,887.8962843847507,3181.93366395833,5177.017819,-3587.189611,-3736.382462,8250.751209063535
90.63913203,0.0,0,4742.841155334724,901.4032378117564,3183.490698891438,5437.684504,-3285.638774,-3523.31287,7936.960513921936
91.63913203,0.0,0,4739.195633500865,914.8929357231978,3185.0712261066874,5678.006233,-2971.801836,-3297.033429,7616.1304052667165
92.63913203,0.0,0,4735.495995971991,928.365119886484,3186.6752153481275,5896.566344,-2646.582059,-3058.09108,7288.719899160228
93.63913203,0.0,0,4731.74231357007,941.8195324042912,3188.3026359106752,6091.980981,-2310.980638,-2807.119416,6955.288905681096
94.63913203,0.0,0,4727.934658151652,955.2559157194962,3189.953456640703,6262.912469,-1966.09832,-2544.841983,6616.520700857576
95.63913203,0.0,0,4724.073102606487,968.674012620108,3191.6276459366345,6408.083954,-1613.135849,-2272.074799,6273.251080259462
96.63913203,0.0,0,4720.157720856132,982.073566244192,3193.3251717495505,6526.295185,-1253.39301,-1989.727857,5926.506732613982
97.63913203,0.0,0,4716.188587852539,995.454320084785,3195.0460015838034,6616.43925,-888.2660616,-1698.805436,5577.556539247953
98.63913203,0.0,0,4712.165779576616,1008.8160179948096,3196.7901024976354,6677.520019,-519.2433684,-1400.40499,5227.981015005036
99.63913203,0.0,0,4708.089373036772,1022.1584041919727,3198.5574411038137,6708.669958,-147.8990401,-1095.714446,4879.767221932316
100.1082326,0.0,0,4706.158681717003,1028.4105983227937,3199.394498269896,6712.758423,26.63310567,-950.9746977,4717.580431678776
101.1082326,0.0,0,4702.003675757084,1041.7241505412649,3201.1959138966467,6696.992724,400.4799717,-637.3789476,4373.309086586607
102.1082326,0.0,0,4697.795266065874,1055.0177610881958,3203.020482875523,6646.420776,776.745842,-316.7141186,4032.7544313710846
103.1082326,0.0,0,4693.533533204741,1068.2911754846864,3204.868170278897,6560.698231,1153.744249,9.661088304,3701.750198645043
104.1082326,0.0,0,4689.218558755817,1081.5441396384522,3206.7389407365827,6439.688501,1529.736707,340.314087,3388.4233853308942
105.1082326,12301281.6497828,0,4684.850425320434,1094.7763998486855,3208.632758436518,6283.499912,1902.952138,673.7492394,3103.943082609638
106.1082326,14457811.193502624,0,4680.429216517545,1107.987702810913,3210.5495871254498,6092.522517,2271.614615,1008.425723,2863.1075063624394
107.1082326,16451314.837497914,0,4675.955016982121,1121.177795621846,3212.4893901096243,5867.46144,2633.979879,1342.783248,2684.037771233594
108.1082326,17725428.62975997,0,4671.427912363533,1134.3464257842195,3214.452130255494,5609.362934,2988.380152,1675.275794,2585.773957028467
109.1082326,17761169.068119712,0,4666.847989323911,1147.4933412116277,3216.4377699904257,5319.629075,3333.275631,2004.412591,2583.1709967936167
110.1082326,16485603.999063967,0,4662.215335536484,1160.6182902333474,3218.446271303421,5000.017252,3667.309729,2328.804432,2681.24499182593
111.1082326,14354291.850246223,0,4657.530039683904,1173.7210215991597,3220.4775957458423,4652.621729,3989.363871,2647.212205,2873.412945457516
112.1082326,11980906.38745315,0,4652.792191456547,1186.8012844841546,3222.531704432151,4279.83633,4298.606782,2958.593554,3145.1697690614697
